CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
203690,1,31,Company Invited,2,15,Salaried,Female,4,5,Basic,3,Married,8,0,5,1,3,Executive,20858
202235,0,38,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Married,4,0,3,1,0,Executive,17821
200355,0,26,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,0,5,1,0,Manager,20296
204662,1,27,Company Invited,3,36,Small Business,Male,4,6,Deluxe,5,Single,2,0,3,1,2,Manager,23647
201260,0,32,Company Invited,1,11,Large Business,Male,3,3,Basic,4,Single,3,0,3,1,1,Executive,17718
203528,0,35,Self Enquiry,3,7,Large Business,Male,4,5,Standard,3,Divorced,3,1,1,1,2,Senior Manager,25761
203488,0,50,Self Enquiry,1,12,Large Business,Male,4,4,Deluxe,3,Divorced,4,0,3,0,1,Manager,25329
204817,1,30,Company Invited,1,17,Salaried,Female,3,5,Basic,3,Single,3,0,4,1,1,Executive,25301
201366,0,39,Company Invited,3,27,Salaried,Female,2,5,Deluxe,3,Married,7,0,5,0,0,Manager,20736
202346,0,20,Self Enquiry,3,27,Small Business,Male,2,1,Basic,3,Single,2,0,3,1,1,Executive,17678
200609,0,43,Self Enquiry,1,20,Salaried,Male,3,3,Super Deluxe,5,Divorced,7,0,5,1,0,AVP,32159
201789,0,32,Self Enquiry,3,14,Large Business,Female,3,4,Deluxe,4,Married,2,1,1,1,2,Manager,20228
202727,0,56,Self Enquiry,1,27,Large Business,Male,3,4,Deluxe,3,Divorced,5,1,2,1,2,Manager,24093
202762,0,28,Self Enquiry,1,12,Salaried,Female,3,4,Basic,4,Single,3,1,3,0,2,Executive,21156
202373,1,29,Company Invited,1,16,Salaried,Female,2,4,Basic,3,Single,2,0,4,1,0,Executive,21623
204551,0,33,Company Invited,1,7,Salaried,Male,4,4,Basic,3,Married,2,0,5,1,1,Executive,20992
203148,0,36,Self Enquiry,3,10,Salaried,Male,4,4,Standard,3,Married,8,0,5,0,2,Senior Manager,26501
201059,0,35,Self Enquiry,3,13,Salaried,Male,3,3,Basic,3,Divorced,2,0,3,1,0,Executive,17404
200017,0,22,Company Invited,1,22,Small Business,Male,3,2,Basic,3,Married,2,1,3,0,0,Executive,17935
203550,1,31,Self Enquiry,3,7,Salaried,Male,4,5,Deluxe,5,Married,3,0,4,1,2,Manager,28392
203423,0,35,Self Enquiry,1,36,Small Business,Male,3,4,Deluxe,3,Divorced,6,0,3,0,1,Manager,24107
200473,0,49,Self Enquiry,1,24,Salaried,Male,2,4,King,3,Married,2,1,3,0,1,VP,34502
202696,0,30,Self Enquiry,1,22,Salaried,Male,3,4,Basic,3,Single,3,0,3,0,1,Executive,21018
204600,0,42,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Single,4,1,4,1,2,Executive,23399
202147,0,49,Self Enquiry,1,14,Salaried,Female,2,3,Standard,4,Married,5,0,4,0,1,Senior Manager,22403
203530,0,51,Company Invited,1,29,Small Business,Male,3,6,Super Deluxe,3,Single,3,1,1,1,2,AVP,33089
203830,0,27,Self Enquiry,1,7,Small Business,Male,4,4,Basic,5,Single,2,0,5,1,3,Executive,21545
200922,0,44,Self Enquiry,1,10,Salaried,Male,3,1,King,5,Married,2,0,5,1,2,VP,34190
200369,0,31,Self Enquiry,1,15,Salaried,Male,2,4,Basic,4,Single,1,1,3,1,0,Executive,17657
202159,1,20,Self Enquiry,1,10,Large Business,Male,2,3,Basic,5,Single,2,0,3,1,0,Executive,17973
204070,0,52,Self Enquiry,1,14,Small Business,Male,3,5,Deluxe,3,Married,4,0,3,1,2,Manager,24810
204421,0,30,Self Enquiry,3,10,Small Business,Female,4,4,Deluxe,3,Married,3,0,1,0,1,Manager,24239
204324,0,31,Self Enquiry,1,9,Salaried,Female,3,6,Deluxe,3,Single,4,0,1,1,1,Manager,24769
200049,0,35,Self Enquiry,1,14,Salaried,Male,2,2,Basic,3,Divorced,2,0,5,1,1,Executive,17269
200683,1,25,Self Enquiry,3,25,Small Business,Male,2,4,Basic,4,Divorced,2,1,2,0,0,Executive,17413
203847,0,40,Self Enquiry,3,22,Small Business,Male,4,4,Super Deluxe,5,Single,2,0,1,1,3,AVP,32019
200209,0,46,Self Enquiry,1,6,Small Business,Male,3,3,Standard,5,Married,1,0,2,0,0,Senior Manager,24396
203477,1,32,Company Invited,1,7,Salaried,Female,4,2,Standard,4,Single,3,0,3,1,3,Senior Manager,26124
200669,1,39,Self Enquiry,1,12,Small Business,Male,3,3,Basic,5,Divorced,1,1,2,1,1,Executive,17404
201923,1,26,Company Invited,2,23,Salaried,Female,2,3,Basic,3,Married,1,1,5,0,1,Executive,17741
204734,0,36,Company Invited,3,18,Small Business,Male,3,4,Deluxe,3,Married,3,0,5,1,2,Manager,23646
203541,0,25,Self Enquiry,1,28,Large Business,Male,3,5,Basic,5,Married,2,0,3,0,1,Executive,20974
203853,0,41,Company Invited,1,18,Large Business,Female,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,25001
201743,0,37,Self Enquiry,3,12,Small Business,Male,3,3,Deluxe,3,Married,5,0,3,1,0,Manager,21502
200047,0,37,Self Enquiry,1,25,Salaried,Male,3,3,Basic,4,Divorced,5,0,4,1,1,Executive,18022
201438,1,23,Company Invited,3,15,Small Business,Male,2,3,Basic,5,Married,2,0,5,1,0,Executive,16790
200827,0,28,Company Invited,1,12,Salaried,Male,2,4,Basic,3,Married,2,1,4,1,0,Executive,17703
204532,0,26,Self Enquiry,1,9,Small Business,Male,4,2,Basic,5,Single,2,0,1,0,2,Executive,22102
204439,1,25,Self Enquiry,3,10,Salaried,Female,4,4,Deluxe,3,Single,2,0,1,1,2,Manager,23255
201856,0,37,Self Enquiry,1,20,Salaried,Female,3,3,Basic,5,Married,2,0,4,1,1,Executive,18034
202575,0,51,Company Invited,3,19,Small Business,Female,4,4,Standard,3,Single,6,0,5,0,1,Senior Manager,27886
202360,0,54,Company Invited,1,7,Salaried,Female,2,3,Standard,3,Married,1,0,5,0,1,Senior Manager,25502
204810,0,32,Self Enquiry,1,31,Small Business,Female,4,5,Deluxe,5,Single,3,0,5,1,1,Manager,25490
200179,0,38,Self Enquiry,1,15,Salaried,Female,3,3,Basic,3,Single,2,0,2,1,1,Executive,17288
204329,1,35,Company Invited,3,13,Small Business,Female,3,6,Basic,3,Married,2,0,4,0,2,Executive,21029
203065,0,37,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Divorced,3,1,3,1,2,Manager,24879
203577,0,44,Self Enquiry,1,34,Large Business,Male,3,2,Basic,4,Married,7,0,5,1,2,Executive,23554
203274,0,42,Self Enquiry,1,19,Salaried,Male,3,4,Basic,3,Divorced,5,1,3,1,1,Executive,23444
203163,0,48,Self Enquiry,3,11,Salaried,Female,3,4,Deluxe,3,Single,3,1,3,1,2,Manager,22841
200777,1,21,Self Enquiry,1,16,Salaried,Female,2,4,Basic,5,Single,2,0,3,1,0,Executive,16416
203197,0,40,Company Invited,1,29,Small Business,Female,3,4,Standard,5,Single,3,1,5,1,1,Senior Manager,29558
202221,0,50,Company Invited,3,6,Salaried,Female,3,3,Deluxe,3,Married,1,0,1,0,1,Manager,21347
203988,0,37,Self Enquiry,1,13,Salaried,Female,3,2,Basic,3,Married,5,0,1,0,1,Executive,21716
204520,0,35,Company Invited,1,23,Salaried,Female,4,5,Basic,3,Single,3,0,5,1,3,Executive,21231
201015,0,34,Company Invited,1,6,Salaried,Male,3,3,Basic,5,Married,6,0,1,1,2,Executive,17996
200599,0,36,Self Enquiry,2,19,Salaried,Male,2,3,Basic,4,Divorced,5,0,3,1,0,Executive,17143
200864,1,41,Company Invited,1,11,Salaried,Male,3,4,Basic,5,Married,7,0,3,1,0,Executive,17107
204344,0,36,Self Enquiry,1,29,Salaried,Male,3,6,Basic,3,Single,2,0,4,1,2,Executive,22908
200722,0,38,Company Invited,1,16,Small Business,Male,3,3,Basic,3,Divorced,1,0,5,0,2,Executive,17684
201607,0,39,Self Enquiry,3,10,Salaried,Female,2,4,Deluxe,3,Married,5,0,5,1,1,Manager,20902
200660,1,58,Company Invited,1,8,Salaried,Male,2,4,Basic,3,Married,1,1,2,0,0,Executive,17380
200326,0,39,Company Invited,1,5,Small Business,Male,2,4,King,3,Divorced,2,0,5,1,1,VP,34272
200305,0,36,Company Invited,1,30,Salaried,Female,2,3,Deluxe,4,Divorced,1,0,3,0,0,Manager,20674
204323,0,43,Company Invited,1,36,Salaried,Female,4,4,Deluxe,3,Married,4,0,3,1,2,Manager,23234
204763,1,44,Self Enquiry,3,16,Small Business,Female,3,6,Deluxe,3,Single,2,0,1,0,1,Manager,24024
201137,0,22,Company Invited,1,32,Salaried,Female,2,4,Basic,3,Married,2,1,3,0,0,Executive,17814
202417,1,52,Company Invited,3,13,Small Business,Female,3,3,Basic,3,Married,3,1,4,1,2,Executive,23446
201027,0,34,Self Enquiry,1,6,Salaried,Female,2,4,Basic,4,Divorced,6,0,1,1,1,Executive,18294
201365,1,29,Company Invited,3,30,Large Business,Male,2,1,Basic,5,Single,2,0,3,1,1,Executive,16091
203784,0,37,Self Enquiry,3,17,Large Business,Female,4,5,Deluxe,3,Married,3,1,1,1,3,Manager,24351
204037,0,52,Self Enquiry,1,13,Salaried,Male,3,4,King,3,Single,2,0,5,1,2,VP,38215
201805,0,40,Self Enquiry,3,6,Small Business,Male,2,5,Deluxe,3,Married,3,1,3,1,0,Manager,22457
204757,0,27,Self Enquiry,1,10,Small Business,Male,3,2,Basic,3,Married,3,0,5,1,2,Executive,23098
203140,0,46,Company Invited,1,11,Salaried,Male,3,4,Deluxe,4,Divorced,3,0,4,1,2,Manager,23125
201177,0,50,Self Enquiry,1,23,Salaried,Female,2,4,Standard,5,Married,6,0,3,1,0,Senior Manager,28269
200896,0,31,Self Enquiry,1,30,Small Business,Female,3,4,Deluxe,5,Single,2,0,5,0,2,Manager,21812
201609,0,30,Self Enquiry,2,15,Salaried,Male,2,3,Deluxe,3,Married,1,1,3,1,1,Manager,21347
202835,0,41,Self Enquiry,1,9,Small Business,Female,4,5,Deluxe,3,Divorced,8,0,5,1,1,Manager,22126
200730,0,30,Self Enquiry,1,14,Salaried,Female,3,1,Standard,5,Divorced,1,1,2,0,2,Senior Manager,26416
203489,0,41,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Married,4,0,1,0,1,Executive,21023
201329,0,29,Self Enquiry,2,12,Small Business,Male,2,4,Basic,4,Married,2,0,3,1,1,Executive,17804
202671,0,30,Company Invited,3,7,Small Business,Female,3,4,Standard,3,Divorced,3,0,3,1,1,Senior Manager,26596
204321,0,46,Self Enquiry,1,17,Salaried,Male,4,4,Basic,3,Married,5,0,5,0,3,Executive,21332
203122,0,49,Self Enquiry,1,27,Small Business,Male,3,4,Basic,3,Divorced,6,0,2,0,1,Executive,20937
201114,0,48,Self Enquiry,1,21,Salaried,Female,3,3,Basic,5,Married,1,0,1,1,0,Executive,17367
203189,0,56,Company Invited,1,25,Small Business,Male,4,4,Deluxe,4,Divorced,5,1,5,1,3,Manager,25063
203118,0,59,Self Enquiry,1,12,Large Business,Female,3,5,Standard,4,Married,4,1,5,1,2,Senior Manager,29230
203182,0,40,Self Enquiry,1,7,Salaried,Female,4,5,Super Deluxe,3,Divorced,3,0,3,0,2,AVP,31420
204661,0,39,Self Enquiry,3,10,Salaried,Male,3,4,Deluxe,3,Single,2,1,3,1,1,Manager,25539
203112,0,29,Self Enquiry,1,16,Small Business,Female,4,4,Basic,3,Married,7,0,3,1,2,Executive,21055
203568,0,40,Self Enquiry,3,13,Small Business,Male,3,2,Standard,3,Married,4,0,4,1,2,Senior Manager,26915
202876,0,35,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Married,5,0,5,1,1,Executive,21446
202795,0,33,Self Enquiry,1,9,Small Business,Female,4,4,Basic,4,Divorced,3,0,4,0,1,Executive,21048
203820,0,39,Self Enquiry,1,16,Salaried,Male,4,4,Basic,3,Married,4,0,1,1,2,Executive,23449
202913,1,33,Company Invited,3,18,Salaried,Male,3,3,Deluxe,3,Divorced,2,0,3,1,2,Manager,23385
201673,0,40,Self Enquiry,1,25,Small Business,Male,1,3,Deluxe,3,Married,1,1,1,1,0,Manager,17741
204633,0,48,Self Enquiry,3,11,Salaried,Female,3,4,Deluxe,3,Single,3,1,3,1,2,Manager,22841
202448,0,28,Self Enquiry,1,9,Small Business,Male,3,4,Basic,4,Divorced,2,0,5,1,1,Executive,22146
204811,0,60,Self Enquiry,3,10,Salaried,Female,3,5,Deluxe,3,Single,7,0,3,0,1,Manager,23849
202499,0,34,Company Invited,1,7,Salaried,Female,4,4,Standard,3,Single,3,1,2,1,1,Senior Manager,32136
200312,0,31,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Married,1,1,4,1,1,Executive,17695
200537,0,27,Company Invited,1,16,Salaried,Male,2,3,Standard,5,Married,2,0,3,1,0,Senior Manager,23793
203001,0,36,Company Invited,1,9,Salaried,Female,4,4,Deluxe,5,Married,4,0,4,0,1,Manager,23771
202178,0,36,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,5,0,3,1,1,Manager,20079
203884,0,37,Company Invited,1,11,Salaried,Female,4,4,Deluxe,4,Married,2,0,3,1,2,Manager,23809
204259,0,24,Self Enquiry,1,33,Salaried,Male,3,4,Basic,3,Married,3,0,1,0,2,Executive,21582
201684,1,30,Self Enquiry,1,9,Large Business,Female,2,3,Basic,5,Single,6,1,4,0,0,Executive,17657
202523,0,47,Self Enquiry,2,12,Small Business,Male,4,4,Deluxe,4,Married,2,1,5,0,2,Manager,23699
200803,0,34,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Divorced,4,0,2,1,0,Executive,17979
203718,0,32,Self Enquiry,3,36,Small Business,Female,4,5,Deluxe,3,Married,3,0,3,1,1,Manager,24146
202239,0,26,Company Invited,1,6,Small Business,Female,3,4,Basic,3,Married,2,0,1,0,0,Executive,17007
202756,0,32,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,2,1,4,1,2,Executive,21373
200967,0,40,Self Enquiry,1,6,Salaried,Male,2,3,Basic,4,Divorced,4,0,1,1,1,Executive,17387
204433,0,30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,1,0,3,Executive,21398
204442,1,51,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Married,5,1,5,0,1,Manager,25474
203826,0,32,Company Invited,1,10,Small Business,Male,3,4,Basic,5,Married,3,1,1,0,1,Executive,21743
202766,0,33,Self Enquiry,1,9,Small Business,Female,4,3,Deluxe,3,Single,2,0,3,1,3,Manager,23733
202698,0,30,Self Enquiry,3,27,Small Business,Male,3,4,Deluxe,3,Married,4,0,2,1,2,Manager,25609
204426,0,28,Self Enquiry,1,10,Small Business,Male,3,5,Basic,3,Single,2,0,1,1,2,Executive,20723
200733,0,26,Self Enquiry,1,8,Small Business,Male,2,1,Deluxe,3,Divorced,2,0,3,1,1,Manager,20472
201312,1,31,Self Enquiry,2,24,Salaried,Male,2,1,Basic,5,Married,1,0,1,1,0,Executive,17956
201142,0,45,Self Enquiry,1,11,Small Business,Female,2,5,Deluxe,5,Single,2,1,3,1,0,Manager,20769
201736,0,31,Self Enquiry,1,29,Small Business,Male,3,4,Deluxe,3,Married,1,0,3,0,1,Manager,20582
200849,1,43,Self Enquiry,3,15,Small Business,Female,2,5,Deluxe,3,Single,1,0,2,1,1,Manager,20346
202641,0,43,Company Invited,1,28,Small Business,Female,3,4,Deluxe,3,Married,4,0,2,0,1,Manager,23943
204025,1,35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Single,3,1,5,1,1,Manager,24752
202058,0,50,Self Enquiry,1,8,Small Business,Male,3,3,Super Deluxe,3,Married,6,0,1,0,1,AVP,32639
203587,0,46,Company Invited,3,33,Small Business,Male,3,5,Deluxe,5,Married,3,0,3,0,1,Manager,23063
203505,0,25,Company Invited,3,20,Salaried,Female,4,4,Basic,4,Divorced,3,0,1,0,1,Executive,20711
203455,0,37,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,4,Single,5,1,4,0,2,Manager,27956
203504,1,25,Company Invited,1,16,Small Business,Male,3,4,Basic,5,Single,4,1,3,0,2,Executive,21850
204280,1,42,Company Invited,3,11,Small Business,Male,3,4,Deluxe,4,Single,3,0,3,1,1,Manager,28033
202144,0,58,Self Enquiry,1,11,Large Business,Female,2,4,Standard,4,Married,3,1,5,1,1,Senior Manager,25552
201766,1,18,Self Enquiry,1,9,Small Business,Male,2,3,Basic,3,Single,2,0,4,1,0,Executive,16420
201102,0,36,Self Enquiry,3,8,Salaried,Male,3,3,Basic,3,Single,4,1,3,0,0,Executive,17644
202127,0,29,Self Enquiry,1,13,Small Business,Female,3,4,Basic,3,Married,7,0,5,1,1,Executive,17532
204254,0,38,Self Enquiry,1,12,Small Business,Male,4,4,Deluxe,3,Married,2,0,3,1,3,Manager,25025
202456,0,32,Self Enquiry,1,33,Salaried,Male,3,4,Basic,3,Married,3,0,3,0,2,Executive,21589
200448,0,40,Self Enquiry,1,12,Salaried,Female,3,3,Super Deluxe,3,Single,1,0,5,1,2,AVP,28237
204841,1,37,Self Enquiry,2,16,Large Business,Female,3,4,Basic,3,Married,3,0,1,1,1,Executive,24088
201937,0,37,Company Invited,3,15,Small Business,Male,3,3,Standard,4,Married,2,0,1,1,2,Senior Manager,23834
201281,1,35,Self Enquiry,3,33,Salaried,Male,2,3,Deluxe,3,Single,2,1,5,0,0,Manager,20813
204651,0,42,Self Enquiry,1,14,Small Business,Female,3,4,Deluxe,3,Single,8,0,3,1,2,Manager,23681
200206,0,22,Self Enquiry,1,11,Salaried,Male,2,2,Basic,4,Married,2,1,4,0,0,Executive,17328
202138,0,28,Self Enquiry,1,15,Small Business,Female,3,3,Basic,3,Married,6,0,3,0,0,Executive,17377
201959,0,43,Self Enquiry,1,12,Salaried,Male,2,4,Super Deluxe,3,Married,5,1,3,1,0,AVP,31627
200936,0,45,Company Invited,1,31,Small Business,Female,2,3,King,4,Single,4,0,4,1,1,VP,33061
200627,0,52,Company Invited,1,31,Small Business,Female,2,4,Super Deluxe,3,Divorced,4,0,5,0,1,AVP,28826
204658,1,38,Self Enquiry,1,18,Small Business,Female,4,6,Deluxe,4,Married,7,0,4,1,1,Manager,23455
203564,0,39,Self Enquiry,3,23,Salaried,Female,3,4,Deluxe,4,Single,4,0,1,0,1,Manager,22876
200927,0,36,Self Enquiry,1,8,Salaried,Female,2,3,Deluxe,4,Single,1,1,3,1,0,Manager,20410
200240,0,39,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,1,0,3,0,1,Executive,17232
202846,0,31,Self Enquiry,3,19,Large Business,Female,3,4,Deluxe,3,Single,2,0,2,1,1,Manager,25255
203899,0,41,Self Enquiry,1,9,Salaried,Male,3,5,Basic,3,Single,4,0,5,0,2,Executive,21487
204516,0,31,Self Enquiry,1,9,Small Business,Female,3,5,Deluxe,3,Single,7,1,1,1,2,Manager,25555
203761,0,28,Company Invited,1,12,Salaried,Female,3,4,Basic,3,Single,2,1,1,1,2,Executive,21057
200775,0,43,Self Enquiry,3,31,Small Business,Male,3,4,Standard,3,Married,6,0,4,1,1,Senior Manager,25798
201151,0,28,Self Enquiry,1,33,Small Business,Female,2,5,Deluxe,5,Married,1,0,4,1,0,Manager,20208
201320,0,42,Company Invited,1,16,Large Business,Male,2,3,Basic,3,Married,4,0,4,1,0,Executive,17936
201691,0,33,Self Enquiry,1,10,Small Business,Female,2,4,Basic,4,Married,7,0,4,0,1,Executive,17622
203960,0,35,Company Invited,3,30,Small Business,Male,4,4,Deluxe,3,Single,2,0,5,0,2,Manager,23246
202206,0,48,Self Enquiry,1,10,Salaried,Male,3,4,Standard,3,Single,1,0,5,1,0,Senior Manager,25999
202383,1,45,Self Enquiry,3,19,Small Business,Male,2,1,Super Deluxe,3,Single,7,1,3,1,0,AVP,33824
200366,1,41,Company Invited,3,10,Small Business,Male,2,3,Deluxe,4,Single,2,0,3,1,0,Manager,24355
202742,0,37,Company Invited,1,25,Salaried,Male,3,3,Basic,3,Divorced,6,0,5,0,1,Executive,22366
201170,0,27,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,3,0,3,0,1,Executive,17580
203737,0,44,Company Invited,1,16,Salaried,Male,3,4,Basic,3,Single,6,0,3,0,2,Executive,21116
203996,0,56,Self Enquiry,3,7,Salaried,Male,4,4,Standard,3,Married,5,0,1,0,3,Senior Manager,28917
202819,0,50,Self Enquiry,1,14,Salaried,Male,3,5,Standard,3,Single,2,0,2,1,2,Senior Manager,29643
202850,0,53,Self Enquiry,1,10,Small Business,Male,3,5,Standard,3,Divorced,4,1,2,0,1,Senior Manager,26647
200911,1,25,Company Invited,3,30,Salaried,Male,3,5,Basic,3,Single,2,1,1,1,1,Executive,16118
203494,0,43,Company Invited,1,16,Small Business,Female,4,4,Basic,3,Single,3,0,4,1,2,Executive,22351
200602,0,30,Self Enquiry,1,8,Small Business,Female,2,4,Deluxe,3,Single,6,1,2,1,1,Manager,21877
200969,0,48,Self Enquiry,1,10,Salaried,Male,2,3,Standard,3,Single,2,0,5,1,1,Senior Manager,22898
202735,0,37,Self Enquiry,1,10,Large Business,Male,2,4,Deluxe,4,Single,6,0,2,1,1,Manager,23163
200446,0,41,Company Invited,3,16,Salaried,Male,2,3,Deluxe,3,Single,1,0,2,0,1,Manager,21230
203323,0,61,Self Enquiry,3,14,Small Business,Male,3,2,Deluxe,3,Married,2,1,5,0,1,Manager,23898
200036,1,50,Self Enquiry,3,9,Small Business,Male,2,4,Basic,3,Divorced,2,1,4,0,0,Executive,17683
202151,0,38,Self Enquiry,1,6,Large Business,Female,3,3,Standard,5,Married,2,0,4,1,1,Senior Manager,28582
201283,0,28,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,17044
202878,0,32,Self Enquiry,1,16,Salaried,Male,3,4,Standard,4,Married,3,0,3,1,2,Senior Manager,29326
201667,0,42,Company Invited,1,27,Small Business,Female,2,3,Deluxe,3,Married,3,0,1,0,0,Manager,20265
203701,1,32,Self Enquiry,3,23,Small Business,Male,4,4,Standard,3,Married,4,0,5,1,1,Senior Manager,26839
204572,0,45,Self Enquiry,1,16,Salaried,Male,4,4,Basic,5,Married,3,1,3,1,1,Executive,21237
202135,0,47,Self Enquiry,3,8,Salaried,Female,3,4,Basic,3,Single,2,1,1,0,0,Executive,18294
201938,0,52,Self Enquiry,1,12,Large Business,Male,3,3,Deluxe,5,Married,4,1,4,1,1,Manager,20577
201497,0,42,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,4,Married,1,0,3,1,0,Manager,21825
202839,0,44,Company Invited,1,28,Small Business,Male,4,4,Basic,3,Divorced,2,0,4,0,3,Executive,20936
204838,1,36,Company Invited,1,9,Salaried,Female,3,5,Basic,5,Single,4,1,3,0,1,Executive,22184
203333,0,28,Self Enquiry,1,21,Salaried,Male,3,4,Basic,5,Divorced,3,1,4,1,1,Executive,20913
202164,0,33,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Single,1,0,4,1,1,Manager,21949
203251,0,39,Self Enquiry,3,17,Small Business,Male,4,5,Standard,3,Married,2,1,3,1,1,Senior Manager,27418
203927,0,35,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Married,2,0,3,0,1,Executive,21339
204318,0,29,Self Enquiry,1,24,Small Business,Male,4,4,Deluxe,5,Married,3,0,1,0,2,Manager,23236
201450,0,35,Self Enquiry,2,32,Salaried,Female,2,3,Standard,3,Single,2,1,1,1,0,Senior Manager,23837
204543,0,29,Self Enquiry,2,15,Small Business,Male,4,5,Basic,3,Married,3,0,1,1,1,Executive,23614
204534,0,36,Self Enquiry,1,34,Small Business,Female,3,5,Basic,5,Single,3,0,4,0,2,Executive,21237
204563,0,54,Self Enquiry,1,30,Salaried,Female,4,4,Super Deluxe,3,Single,8,0,5,1,2,AVP,32953
203227,0,42,Self Enquiry,1,14,Large Business,Female,3,2,Basic,3,Divorced,3,0,3,1,2,Executive,22054
204447,0,41,Company Invited,3,12,Salaried,Male,3,5,Standard,5,Married,7,1,5,0,1,Senior Manager,29153
203211,0,38,Self Enquiry,1,10,Salaried,Female,3,4,Deluxe,4,Single,5,0,4,1,1,Manager,22785
202376,1,34,Self Enquiry,1,13,Salaried,Male,3,3,Deluxe,3,Married,2,0,3,0,0,Manager,17585
200279,0,50,Self Enquiry,1,10,Salaried,Male,3,3,King,4,Married,4,0,5,1,0,VP,34144
204466,0,57,Self Enquiry,1,16,Small Business,Male,3,4,Super Deluxe,3,Married,2,0,4,0,1,AVP,29781
204436,0,38,Self Enquiry,1,17,Salaried,Male,4,2,Basic,3,Single,5,0,4,1,3,Executive,23358
203889,0,42,Self Enquiry,1,35,Salaried,Female,3,5,Super Deluxe,4,Married,2,0,5,1,2,AVP,32248
200594,0,29,Self Enquiry,1,29,Salaried,Male,2,1,Basic,3,Divorced,2,0,2,1,1,Executive,17700
203284,0,36,Self Enquiry,1,7,Small Business,Male,3,5,Basic,3,Divorced,8,0,2,1,2,Executive,20936
200503,0,34,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Divorced,2,0,3,1,0,Executive,17691
203642,0,34,Company Invited,3,23,Salaried,Female,3,4,Deluxe,3,Married,3,1,1,0,1,Manager,24046
202503,0,38,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Married,3,0,5,1,2,Manager,24671
202259,1,44,Self Enquiry,2,6,Small Business,Male,3,4,Standard,5,Married,1,0,4,1,0,Senior Manager,25482
201092,0,45,Self Enquiry,1,34,Large Business,Male,3,3,Basic,3,Married,5,0,3,1,2,Executive,17132
200438,0,35,Self Enquiry,1,22,Salaried,Male,3,3,Standard,3,Divorced,5,1,2,0,1,Senior Manager,22632
200703,0,38,Company Invited,3,16,Large Business,Female,2,3,Deluxe,3,Single,2,1,3,0,1,Manager,20666
202967,0,51,Self Enquiry,1,35,Small Business,Male,4,3,Basic,3,Divorced,3,1,2,1,3,Executive,21899
200350,0,42,Self Enquiry,2,8,Large Business,Male,2,3,Basic,3,Married,1,1,4,1,0,Executive,17696
202120,0,43,Company Invited,1,6,Salaried,Female,2,3,Deluxe,3,Married,5,0,1,1,1,Manager,20562
200308,0,58,Company Invited,1,6,Salaried,Male,2,5,Deluxe,3,Married,3,1,2,1,1,Manager,20660
200892,1,19,Company Invited,1,16,Small Business,Female,3,4,Basic,4,Single,2,1,5,1,1,Executive,16859
200169,0,32,Self Enquiry,1,12,Salaried,Male,2,3,Basic,3,Single,4,0,2,0,1,Executive,18038
202197,0,18,Company Invited,1,11,Salaried,Male,3,3,Basic,3,Single,2,0,1,0,1,Executive,16051
202964,0,49,Self Enquiry,3,9,Small Business,Male,3,3,Deluxe,4,Divorced,5,0,3,1,1,Manager,26798
200071,0,29,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Divorced,1,0,4,0,0,Executive,17703
200153,0,45,Self Enquiry,1,15,Salaried,Male,2,3,Deluxe,4,Married,1,0,4,1,0,Manager,17348
201869,0,31,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Married,2,0,4,1,1,Executive,17218
202202,1,30,Company Invited,1,11,Small Business,Female,2,3,Basic,4,Single,1,0,3,0,0,Executive,17422
203675,0,47,Self Enquiry,1,20,Salaried,Male,3,4,Deluxe,4,Single,8,0,4,1,1,Manager,24240
